"Complessivo";"Padre";"Elemento";"SEAKEY_0";"Categoria";"Descrizione1";"Descrizione2";"Descrizione3";"CFGLIN_0";"Quantita";"Unita";"fase";"STATISTICO 1";"STATISTICO 2";"111111111111111";"Non assegnata";"Lunghezza1      DY1 (mm)";"Lunghezza2      DY2 (mm)";"Larghezza1       DX1 (mm)";"Larghezza2       DX2 (mm)";"Altezza1         DZ1 (mm)";"Altezza2         DZ2 (mm)";"Diametro           Ø (mm)";"Diametro max  Ø (mm)";"Diametro min   Ø (mm) ";"Spessore1       THK1 (mm)";"Spessore2       THK2 (mm)";"Percentuale fori  FOR (%)";"Percentuale mandorle";"materiale";"CodiceCliente";"recordset"
"M00001211";"M00001211";"M00000159";"MM-CF04-0018";"MPL01";"tondi acciaio al carbonio";"lega S235 JR (Fe 360B)";"diam. mm 15";"PRSTT";0.5;"KG";"null";"Acciaio al carbonio";"Lega S235 JR (Fe 360B)";0;0;6000;0;0;0;0;0;15;0;0;0;0;0;0;0;;
"M00001211";"M00001211";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001211";"M00001211";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001999";"M00001999";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";2.54;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00001999";"M00001999";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002033";"M00002033";"M00005376";"84491646";"SLL01";"sheet metal";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002033";"M00002033";"M00000930";"PC-DD05-0014";"MNR01";"dado esagonale ";"saldatura a proiezione";"M8 ch.16";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002033";"M00002033";"M00000818";"PC-DD05-0004";"MNR01";"dado esagonale ";"saldatura a proiezione";"M6";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002033";"M00002033";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002033";"M00005376";"M00000436";"MM-LF09-0010";"MPL01";"lamiere in acciaio al carbonio";"lega S355MC";"spessore 20/10";"LAMPI";0.351;"KG";"null";"Acciaio al carbonio";"Lega S355MC";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00002033";"M00005376";"M00000436";"MM-LF09-0010";"MPL01";"lamiere in acciaio al carbonio";"lega S355MC";"spessore 20/10";"LAMPI";0.351;"KG";"null";"Acciaio al carbonio";"Lega S355MC";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00002000";"M00002000";"M00000402";"MM-LF09-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S355MC";"spessore 100/10";"LAMPI";0.345;"KG";"null";"Acciaio al carbonio";"Lega S355MC";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00002000";"M00002000";"M00007872";"87302174POS20";"SLL01";"pin diametro 8 lungh 22 mm";" ";" ";" ";1;"PZ";"taglio tubi no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002000";"M00002000";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002000";"M00007872";"M00000123";"MM-CF04-0005";"MPL01";"tondi acciaio al carbonio";"lega S235 JR (Fe 360B)";"diam. mm 8";"PRSTT";0.01;"KG";"null";"Acciaio al carbonio";"Lega S235 JR (Fe 360B)";0;0;6000;0;0;0;0;0;8;0;0;0;0;0;0;0;;
"M00002000";"M00007872";"M00000123";"MM-CF04-0005";"MPL01";"tondi acciaio al carbonio";"lega S235 JR (Fe 360B)";"diam. mm 8";"PRSTT";0.01;"KG";"null";"Acciaio al carbonio";"Lega S235 JR (Fe 360B)";0;0;6000;0;0;0;0;0;8;0;0;0;0;0;0;0;;
"M00002001";"M00002001";"M00005409";"87612109";"SLL01";"piastra cofano anteriore";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002001";"M00002001";"M00000931";"PC-DD05-0015";"MNR01";"dado esagonale ";"saldatura a proiezione";"M8 ch.17";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002001";"M00002001";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002001";"M00005409";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";2.555;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00002001";"M00005409";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";2.555;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00002002";"M00002002";"M00000420";"MM-LF05-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 25/10";"LAMPI";8.23;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002002";"M00002002";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005439";"90386610";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005440";"90325196";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005441";"90391614";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005442";"90349446";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005443";"90325472";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00002111";"86639234";"MNR01";"dado a proiezione basso M6";" ";" ";" ";4;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00002204";"86625084";"MNR01";"dado esagonale a saldare M8";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005445";"51588447";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00005446";"90386611";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"M00003630";" ";"MNR01";"Dado M5";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00002034";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002034";"M00005446";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.1;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002034";"M00005445";"M00000394";"MM-LF05-0002";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 15/10";"LAMPI";0.015;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;0;;
"M00002034";"M00005443";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.068;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005442";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.195;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005441";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.417;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005440";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";1.83;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005439";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.437;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005446";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.1;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002034";"M00005445";"M00000394";"MM-LF05-0002";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 15/10";"LAMPI";0.015;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;0;;
"M00002034";"M00005443";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.068;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005442";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.195;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005441";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.417;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005440";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";1.83;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002034";"M00005439";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.437;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002003";"M00002003";"M00005329";"90333344";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002003";"M00002003";"M00002111";"86639234";"MNR01";"dado a proiezione basso M6";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002003";"M00002003";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002003";"M00005329";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";0.644;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00002003";"M00005329";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";0.644;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00002051";"M00002051";"M00003751";"90348399";"SLL01";"90348399";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002051";"M00002051";"M00002111";"86639234";"MNR01";"dado a proiezione basso M6";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002051";"M00002051";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002051";"M00003751";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.125;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002051";"M00003751";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.125;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002052";"M00002052";"M00003753";"90370126";"SLL01";"90370126";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002052";"M00002052";"M00003754";"90370128";"SLL01";"90370128";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002052";"M00002052";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002052";"M00003754";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.022;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002052";"M00003753";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.194;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002052";"M00003754";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.022;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002052";"M00003753";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.194;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002037";"M00002037";"M00003755";"90378379";"SLL01";"sheet metal";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002037";"M00002037";"M00000818";"PC-DD05-0004";"MNR01";"dado esagonale ";"saldatura a proiezione";"M6";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002037";"M00002037";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002037";"M00003755";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.2953;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002037";"M00003755";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.2953;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002038";"M00002038";"M00003756";"90379543";"SLL01";"90379543";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002038";"M00002038";"M00002204";"86625084";"MNR01";"dado esagonale a saldare M8";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002038";"M00003756";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.335;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002038";"M00003756";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.335;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002039";"M00002039";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.13;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002039";"M00002039";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002040";"M00002040";"M00003762";"90380516";"SLL01";"90380516";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002040";"M00002040";"M00003763";"87635856";"CPL01";"pin 6x16 mm";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002040";"M00002040";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002040";"M00003762";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.15;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002040";"M00003762";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.15;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002053";"M00002053";"M00003764";"90386861";"SLL01";"90386861";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002053";"M00002053";"M00003766";"86639113";"MNR01";"M8x25";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002053";"M00002053";"M00003767";"14141110";"MNR01";"vite M8x30";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002053";"M00002053";"M00006962";"91714048";"SLL01";"support";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002053";"M00002053";"M00006963";"47478511";"SLL01";"bracket";" ";" ";" ";2;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002053";"M00002053";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002053";"M00006963";"M00000348";"MM-LF02-0012";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 12/10";"LAMPI";0.015;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;0;;
"M00002053";"M00006962";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.4;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002053";"M00003764";"M00000374";"MM-LF09-0002";"MPL01";"lamiere in acciaio al carbonio";"lega S355MC";"spessore 40/10";"LAMPI";0.836;"KG";"null";"Acciaio al carbonio";"Lega S355MC";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
